"","id","name","hisp","non.hisp","pop","zonal.hisp","zonal.almost.hisp","zonal.non.hisp","per.capita","white.per.capita","black.per.capita","native.american.per.capita","asian.per.capita","pacific.islander.per.capita","other.per.capita","two.races.per.capita","hisp.per.capita","non.hisp.per.capita","pov","pov.m","pov.f","non.pov","non.pov.m","non.pov.f","pov.white","pov.white.m","pov.white.f","non.pov.white","non.pov.white.m","non.pov.white.f","pov.black","pov.black.m","pov.black.f","non.pov.black","non.pov.black.m","non.pov.black.f","pov.native","pov.native.m","pov.native.f","non.pov.native","non.pov.native.m","non.pov.native.f","pov.asian","pov.asian.m","pov.asian.f","non.pov.asian","non.pov.asian.m","non.pov.asian.f","pov.pacific","pov.pacific.m","pov.pacific.f","non.pov.pacific","non.pov.pacific.m","non.pov.pacific.f","pov.other","pov.other.m","pov.other.f","non.pov.other","non.pov.other.m","non.pov.other.f","pov.mixed","pov.mixed.m","pov.mixed.f","non.pov.mixed","non.pov.mixed.m","non.pov.mixed.f","pov.whitenonhisp","pov.whitenonhisp.m","pov.whitenonhisp.f","non.pov.whitenonhisp","non.pov.whitenonhisp.m","non.pov.whitenonhisp.f","pov.hisp","pov.hisp.m","pov.hisp.f","non.pov.hisp","non.pov.hisp.m","non.pov.hisp.f","above.25.est","male.est","less.than.high.m","high.m","some.college.m","bach.or.high.m","female.est","less.than.high.f","high.f","some.college.f","bach.or.high.f","above.25.est.white","male.est.white.","less.than.high.m.white","high.m.white","some.college.m.white","bach.or.high.m.white","female.est.white","less.than.high.f.white","high.f.white","some.college.f.white","bach.or.high.f.white","above.25.est.black","male.est.black","less.than.high.m.black","high.m.black","some.college.m.black","bach.or.high.m.black","female.est.black","less.than.high.f.black","high.f.black","some.college.f.black","bach.or.high.f.black","above.25.est.native","male.est.native","less.than.high.m.native","high.m.native","some.college.m.native","bach.or.high.m.native","female.est.native","less.than.high.f.native","high.f.native","some.college.f.native","bach.or.high.f.native","above.25.est.asian","male.est.asian","less.than.high.m.asian","high.m.asian","some.college.m.asian","bach.or.high.m.asian","female.est.asian","less.than.high.f.asian","high.f.asian","some.college.f.asian","bach.or.high.f.asian","above.25.est.pacific","male.est.pacific","less.than.high.m.pacific","high.m.pacific","some.college.m.pacific","bach.or.high.m.pacific","female.est.pacific","less.than.high.f.pacific","high.f.pacific","some.college.f.pacific","bach.or.high.f.pacific","above.25.est.other","male.est.other","less.than.high.m.other","high.m.other","some.college.m.other","bach.or.high.m.other","female.est.other","less.than.high.f.other","high.f.other","some.college.f.other","bach.or.high.f.other","above.25.est.mixed","male.est.mixed","less.than.high.m.mixed","high.m.mixed","some.college.m.mixed","bach.or.high.m.mixed","female.est.mixed","less.than.high.f.mixed","high.f.mixed","some.college.f.mixed","bach.or.high.f.mixed","above.25.est.whitenonhisp","male.est.whitenonhisp","less.than.high.m.whitenonhisp","high.m.whitenonhisp","some.college.m.whitenonhisp","bach.or.high.m.whitenonhisp","female.est.whitenonhisp","less.than.high.f.whitenonhisp","high.f.whitenonhisp","some.college.f.whitenonhisp","bach.or.high.f.whitenonhisp","above.25.est.hisp","male.est.hisp","less.than.high.m.hisp","high.m.hisp","some.college.m.hisp","bach.or.high.m.hisp","female.est.hisp","less.than.high.f.hisp","high.f.hisp","some.college.f.hisp","bach.or.high.f.hisp"
"11",18003000500,"Census Tract 5, Allen County, Indiana",307,2638,2945,0,0,1,15840,19632,9115,NA,6039,NA,NA,3842,10239,20779,857,379,478,1989,947,1042,316,67,249,1600,806,794,321,163,158,141,28,113,0,0,0,0,0,0,96,25,71,110,44,66,0,0,0,0,0,0,0,0,0,58,38,20,124,124,0,80,31,49,229,48,181,1451,747,704,87,19,68,262,107,155,1486,690,126,230,211,123,796,120,339,247,90,1486,690,126,230,211,123,796,120,339,247,90,265,95,23,19,53,0,170,71,38,54,7,0,0,0,0,0,0,0,0,0,0,0,80,13,13,0,0,0,67,23,34,0,10,0,0,0,0,0,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,0,0,52,13,0,0,13,0,39,21,11,7,0,1377,632,79,219,211,123,745,84,339,247,75,138,69,58,11,0,0,69,43,11,0,15
"12",18003000600,"Census Tract 6, Allen County, Indiana",223,1752,1975,0,0,1,10573,11780,13785,8693,NA,NA,5893,1962,4701,11913,867,421,446,1952,1139,813,678,306,372,1551,838,713,71,52,19,89,81,8,0,0,0,43,34,9,0,0,0,0,0,0,0,0,0,0,0,0,73,29,44,30,20,10,45,34,11,239,166,73,639,278,361,1551,838,713,112,57,55,30,20,10,1321,557,160,298,81,18,764,179,346,134,105,1321,557,160,298,81,18,764,179,346,134,105,125,107,12,52,43,0,18,0,0,18,0,26,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,0,0,10,0,11,0,11,0,0,9,0,0,0,0,0,9,0,9,0,0,1321,557,160,298,81,18,764,179,346,134,105,21,10,0,0,10,0,11,0,11,0,0
"13",18003000701,"Census Tract 7.01, Allen County, Indiana",319,2789,3108,0,0,1,16291,19479,17021,NA,6001,NA,9877,1712,7293,21134,819,360,459,2318,1110,1208,565,275,290,1815,925,890,53,13,40,52,0,52,19,12,7,0,0,0,161,60,101,7,7,0,0,0,0,0,0,0,0,0,0,137,88,49,21,0,21,307,90,217,395,240,155,1732,894,838,176,35,141,239,125,114,1658,786,125,361,241,59,872,119,289,378,86,1658,786,125,361,241,59,872,119,289,378,86,52,0,0,0,0,0,52,0,22,0,30,7,0,0,0,0,0,7,7,0,0,0,114,67,60,0,7,0,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,61,45,17,0,28,0,16,16,0,0,0,21,13,0,13,0,0,8,0,0,8,0,1536,754,100,361,234,59,782,73,289,334,86,196,90,42,13,35,0,106,62,0,44,0
"14",18003000704,"Census Tract 7.04, Allen County, Indiana",176,2243,2419,0,0,1,26117,24444,13871,NA,19743,NA,17497,166560,12382,26310,287,148,139,1917,1052,865,130,60,70,1437,762,675,51,24,27,180,118,62,0,0,0,0,0,0,49,27,22,156,76,80,0,0,0,0,0,0,37,37,0,116,78,38,20,0,20,28,18,10,130,60,70,1304,720,584,16,16,0,249,120,129,1139,650,52,321,153,124,489,49,153,224,63,1139,650,52,321,153,124,489,49,153,224,63,141,94,10,0,39,45,47,0,25,22,0,0,0,0,0,0,0,0,0,0,0,0,106,73,0,0,15,58,33,0,0,10,23,0,0,0,0,0,0,0,0,0,0,0,127,115,0,53,49,13,12,0,0,0,12,18,18,0,7,11,0,0,0,0,0,0,1108,633,52,304,153,124,475,49,139,224,63,137,111,0,49,49,13,26,0,14,0,12
"15",18003000800,"Census Tract 8, Allen County, Indiana",248,3865,4113,0,0,1,19496,20016,21530,NA,12060,NA,NA,6753,5840,20564,761,309,452,3510,1651,1859,697,269,428,3170,1474,1696,6,0,6,118,67,51,0,0,0,54,28,26,33,33,0,94,48,46,0,0,0,0,0,0,0,0,0,22,22,0,25,7,18,52,12,40,637,226,411,3095,1460,1635,77,50,27,90,29,61,2719,1255,164,633,330,128,1464,148,517,513,286,2719,1255,164,633,330,128,1464,148,517,513,286,68,11,0,11,0,0,57,21,10,26,0,26,0,0,0,0,0,26,0,0,26,0,84,49,0,33,0,16,35,9,0,14,12,0,0,0,0,0,0,0,0,0,0,0,22,22,22,0,0,0,0,0,0,0,0,12,12,0,12,0,0,0,0,0,0,0,2676,1241,164,619,330,128,1435,148,517,495,275,58,29,15,14,0,0,29,0,0,18,11
"16",18003000900,"Census Tract 9, Allen County, Indiana",220,2946,3166,0,0,1,15072,15897,5400,NA,NA,NA,NA,NA,7264,16189,493,200,293,2511,1354,1157,406,187,219,2357,1293,1064,87,13,74,20,20,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,92,15,77,406,187,219,2292,1238,1054,0,0,0,107,81,26,1756,894,267,396,169,62,862,215,369,151,127,1756,894,267,396,169,62,862,215,369,151,127,58,20,0,20,0,0,38,38,0,0,0,16,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,876,249,396,169,62,852,205,369,151,127,44,18,18,0,0,0,26,10,0,16,0
"17",18003001000,"Census Tract 10, Allen County, Indiana",94,1153,1247,0,0,1,16481,16766,NA,NA,NA,NA,8898,NA,8898,16766,424,221,203,1109,612,497,424,221,203,1047,597,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,15,39,0,0,0,8,0,8,424,221,203,1047,597,450,0,0,0,54,15,39,837,466,71,254,131,10,371,65,152,120,34,837,466,71,254,131,10,371,65,152,120,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,15,15,0,0,0,29,18,11,0,0,8,0,0,0,0,0,8,0,8,0,0,837,466,71,254,131,10,371,65,152,120,34,44,15,15,0,0,0,29,18,11,0,0
"18",18003001100,"Census Tract 11, Allen County, Indiana",73,1486,1559,0,0,1,26466,29264,8069,NA,5622,NA,NA,10748,31850,29049,322,216,106,1438,795,643,246,140,106,1283,735,548,46,46,0,73,39,34,0,0,0,0,0,0,0,0,0,64,21,43,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,18,0,18,246,140,106,1269,721,548,0,0,0,32,14,18,1164,646,88,154,214,190,518,10,89,224,195,1164,646,88,154,214,190,518,10,89,224,195,69,59,9,27,23,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,0,0,0,8,16,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,10,0,0,10,0,18,0,0,18,0,1150,632,88,149,214,181,518,10,89,224,195,32,14,0,5,0,9,18,0,0,18,0
"19",18003001200,"Census Tract 12, Allen County, Indiana",80,999,1079,0,0,1,14427,20753,5773,NA,NA,NA,NA,321,NA,21142,469,254,215,295,175,120,230,113,117,275,165,110,71,49,22,20,10,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,84,76,0,0,0,230,113,117,275,165,110,0,0,0,0,0,0,491,264,103,65,41,55,227,47,111,27,42,491,264,103,65,41,55,227,47,111,27,42,80,59,23,11,10,15,21,0,0,21,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,48,48,0,0,0,491,264,103,65,41,55,227,47,111,27,42,0,0,0,0,0,0,0,0,0,0,0
"20",18003001300,"Census Tract 13, Allen County, Indiana",158,2119,2277,0,0,1,13855,19589,10457,NA,NA,NA,NA,4495,5295,20141,131,25,106,722,434,288,28,6,22,273,174,99,85,19,66,283,160,123,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,38,10,28,18,0,18,119,90,29,28,6,22,273,174,99,0,0,0,157,100,57,602,466,168,97,94,107,136,19,0,51,66,602,466,168,97,94,107,136,19,0,51,66,503,356,74,195,87,0,147,70,32,30,15,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,38,10,0,10,0,0,28,0,28,0,0,70,59,20,9,20,10,11,0,0,11,0,582,446,148,97,94,107,136,19,0,51,66,77,49,29,10,10,0,28,0,28,0,0
"21",18003001600,"Census Tract 16, Allen County, Indiana",407,1799,2206,0,0,1,12111,14585,9796,NA,NA,NA,11875,NA,12117,14657,647,216,431,1055,489,566,253,82,171,785,320,465,227,58,169,176,118,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,12,36,65,41,24,119,64,55,29,10,19,227,69,158,771,306,465,74,25,49,79,55,24,681,228,96,36,76,20,453,86,133,175,59,681,228,96,36,76,20,453,86,133,175,59,201,86,22,26,38,0,115,15,32,56,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,53,12,26,15,0,12,12,0,0,0,22,12,12,0,0,0,10,0,0,10,0,667,214,96,22,76,20,453,86,133,175,59,79,67,12,40,15,0,12,12,0,0,0
"22",18003001700,"Census Tract 17, Allen County, Indiana",450,1727,2177,0,0,1,10494,11367,9749,NA,NA,NA,11695,NA,11135,11848,775,360,415,1044,669,375,62,32,30,275,186,89,566,266,300,492,296,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,62,85,277,187,90,0,0,0,0,0,0,50,20,30,252,175,77,168,74,94,300,198,102,178,108,64,34,10,0,70,31,28,11,0,178,108,64,34,10,0,70,31,28,11,0,598,325,99,143,83,0,273,51,133,79,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,170,112,32,26,0,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,97,64,23,10,0,58,31,16,11,0,291,181,112,43,26,0,110,98,12,0,0
"23",18003002000,"Census Tract 20, Allen County, Indiana",704,2617,3321,0,0,1,15858,17073,12457,NA,NA,NA,15142,13501,11852,18602,783,381,402,1966,1095,871,459,249,210,1290,767,523,165,64,101,398,200,198,50,50,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,69,18,51,139,76,63,40,0,40,110,23,87,396,226,170,989,517,472,172,41,131,489,326,163,1224,702,165,309,145,83,522,109,171,126,116,1224,702,165,309,145,83,522,109,171,126,116,276,131,0,19,68,44,145,30,18,46,51,50,50,0,50,0,0,0,0,0,0,0,29,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,68,68,0,0,0,86,67,19,0,0,83,23,0,23,0,0,60,0,45,0,15,1027,579,134,275,110,60,448,86,133,113,116,373,191,99,34,35,23,182,90,79,13,0
"24",18003002100,"Census Tract 21, Allen County, Indiana",420,1924,2344,0,0,1,12994,17301,7206,NA,NA,NA,6940,NA,6228,17953,857,287,570,1423,760,663,348,93,255,990,521,469,318,131,187,126,85,41,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,171,54,117,263,148,115,20,9,11,30,6,24,295,74,221,978,509,469,235,73,162,275,160,115,932,445,36,165,183,61,487,96,174,130,87,932,445,36,165,183,61,487,96,174,130,87,129,85,24,51,10,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,59,18,16,0,25,169,116,53,0,0,6,6,0,6,0,0,0,0,0,0,0,907,433,36,157,179,61,474,96,174,117,87,253,71,18,24,4,25,182,116,53,13,0
"25",18003002200,"Census Tract 22, Allen County, Indiana",595,3626,4221,0,0,1,17668,21877,8707,NA,NA,NA,8238,7128,7246,23733,743,409,334,3386,1706,1680,180,98,82,2678,1427,1251,201,135,66,395,159,236,0,0,0,17,8,9,0,0,0,0,0,0,0,0,0,0,0,0,221,122,99,236,98,138,141,54,87,60,14,46,180,98,82,2343,1266,1077,310,148,162,645,291,354,2042,1075,201,299,393,182,967,191,242,342,192,2042,1075,201,299,393,182,967,191,242,342,192,288,146,31,51,54,10,142,21,20,57,44,9,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,136,7,63,23,43,175,46,0,61,68,120,36,18,18,0,0,84,0,39,0,45,1926,1005,168,270,385,182,921,152,242,335,192,492,224,58,92,31,43,268,85,17,68,98
